Tahap Pengajian,Program Pilihan,Kampus Pilihan,Tahun Pengambilan Pilihan,Bulan Pengambilan Pilihan
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,September
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Januari
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,September
Program Asasi,Program Asasi Sastera,Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Program Asasi,Program Asasi Sastera,Kolej Universiti UNITAR Kuala Lumpur,2026,September
Program Asasi,Program Asasi Sastera,Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Program Asasi,Program Asasi Sastera,Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Program Asasi,Program Asasi Sastera,Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pentadbiran Perniagaan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pentadbiran Perniagaan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pentadbiran Perniagaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pentadbiran Perniagaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pentadbiran Perniagaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pentadbiran Perniagaan - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pentadbiran Perniagaan - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pentadbiran Perniagaan - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2026,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Ijazah Sarjana,Ijazah Sarjana Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pentadbiran Perniagaan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Januari
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Januari
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Kepimpinan Pendidikan dan Pengurusan),Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Kepimpinan Pendidikan dan Pengurusan),Kolej Universiti UNITAR Kuala Lumpur,2026,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Kepimpinan Pendidikan dan Pengurusan),Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Kepimpinan Pendidikan dan Pengurusan),Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Kepimpinan Pendidikan dan Pengurusan),Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,September
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Januari
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Mei
Diploma,Diploma Pentadbiran Perniagaan,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,September
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,September
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Januari
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Mei
Diploma,Diploma Pentadbiran Perniagaan - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,September
Diploma,Diploma Seni Reka Grafik Digital,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Seni Reka Grafik Digital,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Seni Reka Grafik Digital,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Seni Reka Grafik Digital,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Seni Reka Grafik Digital,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2026,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan,Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuala Terengganu,2027,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Sumber Manusia (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Sumber Manusia (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Sumber Manusia (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Sumber Manusia (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Sumber Manusia (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuantan,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kuching,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Ipoh,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak - BM,Pusat Wilayah Universiti Antarabangsa UNITAR Kota Kinabalu,2027,September
Diploma,Diploma Reka Bentuk Fesyen,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Reka Bentuk Fesyen,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Reka Bentuk Fesyen,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Reka Bentuk Fesyen,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Reka Bentuk Fesyen,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Teknologi Maklumat,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,Mei
Diploma,Diploma Teknologi Maklumat,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2026,September
Diploma,Diploma Teknologi Maklumat,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Januari
Diploma,Diploma Teknologi Maklumat,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,Mei
Diploma,Diploma Teknologi Maklumat,Pusat Wilayah Universiti Antarabangsa UNITAR Melaka,2027,September
Diploma,Diploma Reka Bentuk Dalaman,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Reka Bentuk Dalaman,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Reka Bentuk Dalaman,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Reka Bentuk Dalaman,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Reka Bentuk Dalaman,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Perniagaan (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Perniagaan (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Perniagaan (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Perniagaan (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Perniagaan (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Pengurusan Logistik,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pengurusan Logistik,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pengurusan Logistik,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pengurusan Logistik,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pengurusan Logistik,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Pengurusan Logistik - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Pengurusan Logistik - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Pengurusan Logistik - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Pengurusan Logistik - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Pengurusan Logistik - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Hospitaliti (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Hospitaliti (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2026,September
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Hospitaliti (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Januari
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Hospitaliti (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,Mei
Ijazah Sarjana Muda,Ijazah Sarjana Muda Pengurusan Hospitaliti (Kepujian),Kolej Universiti UNITAR Kuala Lumpur,2027,September
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Keselamatan dan Kesihatan Pekerjaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Psikologi,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Psikologi,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Psikologi,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Psikologi,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Psikologi,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Psikologi - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma,Diploma Psikologi - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma,Diploma Psikologi - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma,Diploma Psikologi - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma,Diploma Psikologi - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Kedoktoran,Ijazah Doktor Pentadbiran Perniagaan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
